Item;Desc. item;Desc. ext. 1 detalle;Desc. ext. 2 detalle;Desc. tipo inventario;ORIGEN;DEPARTAMENTO;SUBCATEGORIA;ESTILO;VIGENCIA;001-DESCRIPCION UNIFICADA;001-ALTO EXHIBIDO;001-ANCHO EXHIBIDO;001-FONDO EXHIBIDO;001-MATERIAL PPAL;001-ACABADO;REF_Combinada;COLOR DEF;Puestos
19419;CAMA SENCILLA INFANTIL C/BAUL CB11 BL 2C;C.BLANCO ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P002 - ALCOBAS;CAMS - CAMA SENCILLA;CON - CONTEMPORÁNEO;003 - NOVEDAD;CAMA INFANTIL BAUL;20;110;190;MDF;mate;BR0018:00001:;BLANCO;1 Puesto
19422;CENTRO ENTRET CON PANEL OVAR P600 TK;C.TEKA   ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P003 - SALAS Y SOFAS;CNTR - CENTROS DE ENTRETENIMIENTO;CLA - CLÁSICO;003 - NOVEDAD;CENTRO ENTRE. OVAR;150;150;40;madera laminada;mate;BR0019:00160:;TEKA;No Aplica
19423;ESCRITORIO LOURES ME90 BL;C.BLANCO ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P006 - ESTUDIO;ESCR - ESCRITORIOS;CON - CONTEMPORÁNEO;003 - NOVEDAD;ESCRITORIO LOURES;69;90;45;madera laminada;Mate;BR0020:00001:;BLANCO;No Aplica
19424;ESCRITORIO LOURES ME90 TB;C.TABACO ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P006 - ESTUDIO;ESCR - ESCRITORIOS;CON - CONTEMPORÁNEO;003 - NOVEDAD;ESCRITORIO LOURES;69;90;45;madera laminada;Mate;BR0021:00159:;TABACO;No Aplica
19427;ESCRITORIO ALMADA MC04 GRF;C.GRAF   ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P006 - ESTUDIO;ESCR - ESCRITORIOS;MOD - MODERNO;003 - NOVEDAD;ESCRITORIO ALMADA;76;120;45;madera laminada;mate;BR0024:00197:;GRAFITO;No Aplica
19428;ESCRITORIO ALMADA MC04 BL;C.BLANCO ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P006 - ESTUDIO;ESCR - ESCRITORIOS;CON - CONTEMPORÁNEO;003 - NOVEDAD;ESCRITORIO ALMADA;76;120;45;madera laminada;mate;BR0025:00001:;BLANCO;No Aplica
19429;ESCRITORIO NEIRA MC05 BL;C.BLANCO ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P006 - ESTUDIO;ESCR - ESCRITORIOS;MOD - MODERNO;003 - NOVEDAD;ESCRITORIO NEIRA;70;120;50;madera laminada;Mate;BR0026:00001:;BLANCO;No Aplica
19430;ESCRITORIO REPISA LEIRIA ME06 BL;C.BLANCO ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P006 - ESTUDIO;ESCR - ESCRITORIOS;CON - CONTEMPORÁNEO;003 - NOVEDAD;ESCRITORIO REPISA LEIRIA;105;113;36;madera laminada;Mate;BR0027:00001:;BLANCO;No Aplica
19431;ESCRITORIO MANAOS ME07 BL;C.BLANCO ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P006 - ESTUDIO;ESCR - ESCRITORIOS;CON - CONTEMPORÁNEO;003 - NOVEDAD;ESCRITORIO MANAOS;76;136;45;madera laminada;Mate;BR0028:00001:;BLANCO;No Aplica
19432;ESCRITORIO MANAOS ME07 GRF;C.GRAF   ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P006 - ESTUDIO;ESCR - ESCRITORIOS;CON - CONTEMPORÁNEO;003 - NOVEDAD;ESCRITORIO MANAOS;76;136;45;madera laminada;Mate;BR0029:00197:;GRAFITO;No Aplica
19433;ESCRITORIO MANAOS ME07 NGL/GRF;C.NGL/GRA;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P006 - ESTUDIO;ESCR - ESCRITORIOS;CON - CONTEMPORÁNEO;003 - NOVEDAD;ESCRITORIO MANAOS;76;136;45;madera laminada;Mate;BR0030:00200:;NOGAL;No Aplica
19434;BIFFET MAFRA RB04 NGL/BL;C.NGL/BL ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P001 - COMEDORES;BIFT - BIFFET;MOD - MODERNO;003 - NOVEDAD;BIFFET MAFRA;80;147;38;madera laminada;mate;BR0031:00198:;NOGAL;No Aplica
19435;CONSOLA  ESTORIL RA02 NGL/BL;C.NGL/BL ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P001 - COMEDORES;CONS - CONSOLAS;CON - CONTEMPORÁNEO;003 - NOVEDAD;CONSOLA ESTORIL;76;90;36;madera laminada;mate;BR0032:00198:;NOGAL;No Aplica
19436;MESA DE CENTRO GAIA RM01 NGL/BL;C.NGL/BL ;;MCIA NO FABRICADA IMPORTADA;IMP - IMPORTADO;P003 - SALAS Y SOFAS;MCET - MESAS DE CENTRO;MOD - MODERNO;003 - NOVEDAD;MESA DE CENTRO GAIA;40;47;40;Vidrio;brillante;BR0033:00198:;NOGAL;No Aplica
18214;BASE CAMA TAPIZADA 120X190;F-156 AGO;F-156 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P002 - ALCOBAS;BCAM - BASE CAMA DOBLE;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;BASE CAMA TAPIZADA SEMIDOBLE;40;130;200;Microfibra;Textiles suaves;D00006:00120:00120;CAFE;1 Puesto
18253;BASE CAMA TAPIZADA DOBLE;F-137 AGO;F-137 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P002 - ALCOBAS;BCAM - BASE CAMA DOBLE;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;BASE CAMA TAPIZADA DOBLE;40;150;200;Microfibra;Textiles suaves;D00008:00068:00068;GRIS;2 Puestos
18253;BASE CAMA TAPIZADA DOBLE;F-150 AGO;F-150 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P002 - ALCOBAS;BCAM - BASE CAMA DOBLE;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;BASE CAMA TAPIZADA DOBLE;40;150;200;Microfibra;Textiles suaves;D00008:00103:00103;GRIS;2 Puestos
18253;BASE CAMA TAPIZADA DOBLE;F-156 AGO;F-156 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P002 - ALCOBAS;BCAM - BASE CAMA DOBLE;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;BASE CAMA TAPIZADA DOBLE;40;150;200;Microfibra;Textiles suaves;D00008:00120:00120;CAFE;2 Puestos
18253;BASE CAMA TAPIZADA DOBLE;F-157 AGO;F-157 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P002 - ALCOBAS;BCAM - BASE CAMA DOBLE;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;BASE CAMA TAPIZADA DOBLE;40;150;200;Microfibra;Textiles suaves;D00008:00124:00124;GRIS;2 Puestos
18253;BASE CAMA TAPIZADA DOBLE;F-301 AGO;F-301 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P002 - ALCOBAS;BCAM - BASE CAMA DOBLE;CON - CONTEMPORÁNEO;001 - LINEA;BASE CAMA TAPIZADA;40;150;200;Microfibra;Textiles suaves;D00008:00184:00184;GRIS;No Aplica
18253;BASE CAMA TAPIZADA DOBLE;F-292 #7;F-292 #7;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P002 - ALCOBAS;BCAM - BASE CAMA DOBLE;CON - CONTEMPORÁNEO;001 - LINEA;BASE CAMA TAPIZADA;40;150;200;Microfibra;Textiles suaves;D00008:00192:00192;CAMEL;No Aplica
18253;BASE CAMA TAPIZADA DOBLE;F-306 AGO;F-306 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P002 - ALCOBAS;BCAM - BASE CAMA DOBLE;CON - CONTEMPORÁNEO;001 - LINEA;BASE CAMA TAPIZADA;40;150;200;Microfibra;Textiles suaves;D00008:00195:00195;GRIS;No Aplica
18253;BASE CAMA TAPIZADA DOBLE;F-308 T/P;F-308 T/P;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P002 - ALCOBAS;BCAM - BASE CAMA DOBLE;CON - CONTEMPORÁNEO;001 - LINEA;BASE CAMA TAPIZADA;40;150;200;Microfibra;Textiles suaves;D00008:00197:00197;GRIS;No Aplica
18253;BASE CAMA TAPIZADA DOBLE;F-934 T/L;F-934 T/L;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P002 - ALCOBAS;BCAM - BASE CAMA DOBLE;CON - CONTEMPORÁNEO;001 - LINEA;BASE CAMA TAPIZADA;40;150;200;Microfibra;Textiles suaves;D00008:00213:00213;CAMEL;No Aplica
18253;BASE CAMA TAPIZADA DOBLE;F-258 AGO;F-258 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P002 - ALCOBAS;BCAM - BASE CAMA DOBLE;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;BASE CAMA TAPIZADA DOBLE;40;150;200;Microfibra;Textiles suaves;D00008:00437:00437;GRIS;2 Puestos
18257;CAMA DOBLE EVOLUTION DESCONTINUADO;WENGUE   ;;PRODUCTO TERMINADO CARPINTERIA;NAC - NACIONAL;P002 - ALCOBAS;CAMA - CAMA;MOD - MODERNO;002 - DESCONTINUADO;CAMA DOBLE EVOLUTION;40;140;190;madera;mate;D00010:00015:;MADERA/WENGUE;2 Puestos
18257;CAMA DOBLE EVOLUTION DESCONTINUADO;MAD/CARM ;;PRODUCTO TERMINADO CARPINTERIA;NAC - NACIONAL;P002 - ALCOBAS;CAMA - CAMA;MOD - MODERNO;002 - DESCONTINUADO;CAMA DOBLE EVOLUTION;40;140;190;madera;mate;D00010:00151:;MADERA/CARAMELO;2 Puestos
18262;CAMA TAPIZADA DINAMARCA DOB DESCONTINUAD;F-134 AGO;F-134 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P002 - ALCOBAS;CAMA - CAMA;CON - CONTEMPORÁNEO;003 - NOVEDAD;CAMA DINAMARCA;120;170;140;Microfibra;Textiles suaves;D00012:00065:00065;GRIS;No Aplica
18262;CAMA TAPIZADA DINAMARCA DOB DESCONTINUAD;F-147 AGO;F-147 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P002 - ALCOBAS;CAMD - CAMA DOBLE;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;CAMA TAPIZADA DINAMARCA;40;140;190;Microfibra;Textiles suaves;D00012:00095:00095;GRIS;2 Puestos
18262;CAMA TAPIZADA DINAMARCA DOB DESCONTINUAD;F-152 T/P;F-152 T/P;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P002 - ALCOBAS;CAMA - CAMA;CON - CONTEMPORÁNEO;003 - NOVEDAD;CAMA DINAMARCA;120;170;140;Microfibra;Textiles suaves;D00012:00115:00115;CAFE;No Aplica
18271;MESA DE NOCHE DINAMARCA TAPIZADA;F-134 AGO;F-134 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P002 - ALCOBAS;MNOC - MESAS DE NOCHE;CON - CONTEMPORÁNEO;003 - NOVEDAD;MESA NOCHE DINAMARCA;60;40;40;Microfibra;Textiles suaves;D00014:00065:00065;GRIS;No Aplica
18271;MESA DE NOCHE DINAMARCA TAPIZADA;F-141 AGO;F-155 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P002 - ALCOBAS;MNOC - MESAS DE NOCHE;CON - CONTEMPORÁNEO;003 - NOVEDAD;MESA NOCHE DINAMARCA;60;40;40;Microfibra;Textiles suaves;D00014:00072:00118;GRIS;No Aplica
18271;MESA DE NOCHE DINAMARCA TAPIZADA;F-146 AGO;F-148 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P002 - ALCOBAS;MNOC - MESAS DE NOCHE;CON - CONTEMPORÁNEO;003 - NOVEDAD;MESA NOCHE DINAMARCA;60;40;40;Microfibra;Textiles suaves;D00014:00081:00096;BEIGE;No Aplica
18271;MESA DE NOCHE DINAMARCA TAPIZADA;F-147 AGO;F-147 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P002 - ALCOBAS;MNOC - MESAS DE NOCHE;CON - CONTEMPORÁNEO;003 - NOVEDAD;MESA NOCHE DINAMARCA;60;40;40;Microfibra;Textiles suaves;D00014:00095:00095;GRIS;No Aplica
18271;MESA DE NOCHE DINAMARCA TAPIZADA;F-156 AGO;F-156 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P002 - ALCOBAS;MNOC - MESAS DE NOCHE;CON - CONTEMPORÁNEO;003 - NOVEDAD;MESA NOCHE DINAMARCA;60;40;40;Microfibra;Textiles suaves;D00014:00120:00120;CAFE;No Aplica
18271;MESA DE NOCHE DINAMARCA TAPIZADA;F-258 AGO;F-258 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P002 - ALCOBAS;MNOC - MESAS DE NOCHE;CON - CONTEMPORÁNEO;003 - NOVEDAD;MESA NOCHE DINAMARCA;60;40;40;Microfibra;Textiles suaves;D00014:00437:00437;GRIS;No Aplica
18381;CAMA DOBLE GARDEN DESCONTINUADA;F-146 AGO;F-148 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P002 - ALCOBAS;CAMD - CAMA DOBLE;MOD - MODERNO;002 - DESCONTINUADO;CAMA DOBLE GARDEN;40;140;190;Microfibra;mate;D00016:00081:00096;BEIGE;2 Puestos
18391;SOFA FALGUN 2P DESCONTINUADO;F-134 AGO;F-134 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOF2 - SOFA 2P;CON - CONTEMPORÁNEO;002 - DESCONTINUADO;SOFA FALGUN;80;158;87;Microfibra;Textiles suaves;D00017:00065:00065;GRIS;2 Puestos
18392;SOFA FALGUN 3P DESCONTINUADO;F-134 AGO;F-134 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOFA - SOFA 3P;MOD - MODERNO;002 - DESCONTINUADO;SOFA FALGUN;85;135;80;Microfibra;Textiles suaves;D00018:00065:00065;GRIS;3 Puestos
18393;SOFACAMA FALKEN DESCONTINUADO;F-130 AGO;F-130 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P002 - ALCOBAS;SFCA - SOFA CAMA ABATIBLE;MOD - MODERNO;002 - DESCONTINUADO;SOFACAMA FALKEN;89;200;120;Microfibra;Textiles suaves;D00019:00058:00058;CAFE;3 Puestos
18393;SOFACAMA FALKEN DESCONTINUADO;F-147 AGO;F-147 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P002 - ALCOBAS;SFCA - SOFA CAMA ABATIBLE;MOD - MODERNO;002 - DESCONTINUADO;SOFACAMA FALKEN;89;200;120;Microfibra;Textiles suaves;D00019:00095:00095;GRIS;3 Puestos
18399;SILLA COMEDOR TOSCANA AGOTADO;WEN/F-135;;PRODUCTO TERMINADO CARPINTERIA;NAC - NACIONAL;P001 - COMEDORES;SILL - SILLAS DE COMEDOR;MOD - MODERNO;002 - DESCONTINUADO;SILLA COMEDOR TOSCANA;80;57;48;Sintético;Superficies mates;D00020:00155:;MADERA;1 Puesto
19487;CABECERO FARREL DOBLE;F-137 AGO;F-137 AGO;PRODUCTO TERMINADO TAPICERIA;NAC - NACIONAL;P002 - ALCOBAS;CABT - TAPIZADOS;MOD - MODERNO;003 - NOVEDAD;CABECERRO FARREL;125;175;15;Microfibra;Textiles suaves;D00028:00068:00068;GRIS;2 Puestos
19487;CABECERO FARREL DOBLE;F-150 AGO;F-150 AGO;PRODUCTO TERMINADO TAPICERIA;NAC - NACIONAL;P002 - ALCOBAS;CABT - TAPIZADOS;MOD - MODERNO;003 - NOVEDAD;CABECERRO FARREL;120;170;12;Microfibra;Textiles suaves;D00028:00103:00103;GRIS;No Aplica
19487;CABECERO FARREL DOBLE;F-292 #7;F-292 #7;PRODUCTO TERMINADO TAPICERIA;NAC - NACIONAL;P002 - ALCOBAS;CABT - TAPIZADOS;MOD - MODERNO;003 - NOVEDAD;CABECERRO FARREL;120;170;12;Microfibra;Textiles suaves;D00028:00192:00192;CAMEL;No Aplica
19487;CABECERO FARREL DOBLE;F-934 T/L;F-934 T/L;PRODUCTO TERMINADO TAPICERIA;NAC - NACIONAL;P002 - ALCOBAS;CABT - TAPIZADOS;MOD - MODERNO;003 - NOVEDAD;CABECERRO FARREL;120;170;12;Microfibra;Textiles suaves;D00028:00213:00213;CAMEL;No Aplica
18464;SALA EN L VALENCIA DERECHA 2C;F-131 AGO;F-131 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOFL - SOFAS L;MOD - MODERNO;003 - NOVEDAD;SALA EN L VALENCIA;102;186;174;Microfibra;Textiles suaves;D00036:00061:00061;CAFE;3 Puestos
18464;SALA EN L VALENCIA DERECHA 2C;F-134 AGO;F-134 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOFL - SOFAS L;MOD - MODERNO;003 - NOVEDAD;SALA EN L VALENCIA;102;186;174;Microfibra;Textiles suaves;D00036:00065:00065;GRIS;3 Puestos
18464;SALA EN L VALENCIA DERECHA 2C;F-137 AGO;F-137 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOFL - SOFAS L;MOD - MODERNO;003 - NOVEDAD;SALA EN L VALENCIA;102;186;174;Microfibra;Textiles suaves;D00036:00068:00068;GRIS;3 Puestos
18464;SALA EN L VALENCIA DERECHA 2C;F-082 T/P;F-082 T/P;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOFL - SOFAS L;MOD - MODERNO;003 - NOVEDAD;SALE N L VALENCIA;102;186;174;Microfibra;Textiles suaves;D00036:00141:00141;CAFE;3 Puestos
18467;SALA EN L VALENCIA IZQUIERDA 2C;F-131 AGO;F-131 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOFL - SOFAS L;MOD - MODERNO;003 - NOVEDAD;SALA EN L VALENCIA;102;186;174;Microfibra;Textiles suaves;D00037:00061:00061;CAFE;3 Puestos
18467;SALA EN L VALENCIA IZQUIERDA 2C;F-134 AGO;F-134 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOFL - SOFAS L;MOD - MODERNO;003 - NOVEDAD;SALA EN L VALENCIA;102;186;174;Microfibra;Textiles suaves;D00037:00065:00065;GRIS;3 Puestos
18467;SALA EN L VALENCIA IZQUIERDA 2C;F-137 AGO;F-137 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOFL - SOFAS L;MOD - MODERNO;003 - NOVEDAD;SALE N L VALENCIA;102;186;174;Microfibra;Textiles suaves;D00037:00068:00068;GRIS;3 Puestos
18470;SOFA MINK 2P;F-155 AGO;F-155 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOF2 - SOFA 2P;CON - CONTEMPORÁNEO;003 - NOVEDAD;SOFA MINK;82;144;90;Microfibra;Textiles suaves;D00038:00118:00118;GRIS;2 Puestos
18470;SOFA MINK 2P;F-157 AGO;F-157 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOF2 - SOFA 2P;CON - CONTEMPORÁNEO;003 - NOVEDAD;SOFA MINK;82;144;90;Microfibra;Textiles suaves;D00038:00124:00124;GRIS;2 Puestos
18471;SOFA MINK 3P;F-155 AGO;F-155 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOFA - SOFA 3P;CON - CONTEMPORÁNEO;003 - NOVEDAD;SOFA MINK;82;182;89;Microfibra;Textiles suaves;D00039:00118:00118;GRIS;3 Puestos
18471;SOFA MINK 3P;F-157 AGO;F-157 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOFA - SOFA 3P;CON - CONTEMPORÁNEO;003 - NOVEDAD;SOFA MINK;82;182;89;Microfibra;Textiles suaves;D00039:00124:00124;GRIS;3 Puestos
18472;SOFA CAMA ALFON;F-155 AGO;F-155 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SFCA - SOFA CAMA ABATIBLE;CON - CONTEMPORÁNEO;003 - NOVEDAD;SOFA CAMA ALFON;75;179;114;Microfibra;Textiles suaves;D00040:00118:00118;GRIS;3 Puestos
18472;SOFA CAMA ALFON;F-158 T/P;F-158 T/P;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SFCA - SOFA CAMA ABATIBLE;CON - CONTEMPORÁNEO;003 - NOVEDAD;SOFA CAMA ALFON;75;179;114;Microfibra;Textiles suaves;D00040:00125:00125;NARANJA;3 Puestos
18482;CAMA DOBLE AMAT;MAD/HABAN;;PRODUCTO TERMINADO CARPINTERIA;NAC - NACIONAL;P002 - ALCOBAS;CAMD - CAMA DOBLE;MOD - MODERNO;003 - NOVEDAD;CAMA DOBLE AMAT;45;190;140;MDF;mate;D00042:00157:;HABANO;2 Puestos
15064;PUFF ONTARIO;F-159 T/P;F-159 T/P;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;PUFF - PUFF;MOD - MODERNO;001 - LINEA;PUFF ONTARIO;46;36;36;Microfibra;Textiles suaves;D00043:00132:00132;AMARILLO;1 Puesto
15064;PUFF ONTARIO;F-160 AGO;F-160 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;PUFF - PUFF;MOD - MODERNO;002 - DESCONTINUADO;PUFF ONTARIO;46;36;36;Microfibra;Textiles suaves;D00043:00133:00133;VERDE;1 Puesto
15064;PUFF ONTARIO;F-161 AGO;F-161 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;PUFF - PUFF;MOD - MODERNO;002 - DESCONTINUADO;PUFF ONTARIO;46;36;36;Microfibra;Textiles suaves;D00043:00134:00134;ROJO;1 Puesto
18483;MESA DE NOCHE AMAT X 2 UNIDADES;MAD/HABAN;;PRODUCTO TERMINADO CARPINTERIA;NAC - NACIONAL;P002 - ALCOBAS;MNOC - MESAS DE NOCHE;MOD - MODERNO;003 - NOVEDAD;MESA DE NOCHE AMAT;54;52;42;madera laminada;mate;D00044:00157:;HABANO;No Aplica
18543;SOFACAMA FALK;F-134 AGO;F-134 AGO;PRODUCTO TERMINADO TAPICERIA;MAN - MANUFACTURADO;P003 - SALAS Y SOFAS;SOFC - SOFACAMAS;MOD - MODERNO;003 - NOVEDAD;SOFACAMA FALK;90;165;180;Microfibra;Textiles suaves;D00045:00065:00065;GRIS;3 Puestos
